case_id,product_sku,store,days_to_expiry,quantity,price_before,price_after,discount_pct,price_change_requested,price_change_approved,commercial_action,evidence_complete,financial_value_at_risk,score,forced_high_reasons,expected_risk,ai_risk,ai_explanation
CASE-0372,SKU-5386,Sala 7,79,50,119.39,119.39,0,False,False,APPLIED,True,5969.5,32,,MEDIO,MEDIO,"Score=32; nivel=MEDIO; factores: vencimiento=79d, valor=5969.5, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0373,SKU-7534,Sala 4,13,77,17.18,15.46,10,True,False,PENDING_APPROVAL,True,1322.86,85,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=85; nivel=ALTO; factores: vencimiento=13d, valor=1322.86, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0374,SKU-2193,Sala 15,100,95,32.14,30.53,5,True,True,PENDING_APPROVAL,True,3053.3,43,,MEDIO,MEDIO,"Score=43; nivel=MEDIO; factores: vencimiento=100d, valor=3053.3, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0375,SKU-7790,Sala 1,53,49,149.16,126.79,15,True,False,NONE,False,7308.84,87,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=87; nivel=ALTO; factores: vencimiento=53d, valor=7308.84, acción=NONE, evidencia=incompleta, cambio_precio=solicitado, aprobación=no."
CASE-0376,SKU-4927,Sala 5,13,207,45.18,45.18,0,False,False,NONE,False,9352.26,100,vencimiento <=45 días sin acción comercial; vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=13d, valor=9352.26, acción=NONE, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0377,SKU-1271,Sala 12,49,125,82.11,69.79,15,True,True,APPLIED,True,10263.75,49,,MEDIO,MEDIO,"Score=49; nivel=MEDIO; factores: vencimiento=49d, valor=10263.75, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0378,SKU-4835,Sala 15,106,73,143.37,143.37,0,False,False,PENDING_APPROVAL,False,10466.01,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=106d, valor=10466.01, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0379,SKU-3208,Sala 2,16,174,48.1,36.08,25,True,False,PENDING_APPROVAL,True,8369.4,96,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=96; nivel=ALTO; factores: vencimiento=16d, valor=8369.4, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0380,SKU-6551,Sala 4,71,141,167.31,167.31,0,False,False,APPLIED,True,23590.71,37,,MEDIO,MEDIO,"Score=37; nivel=MEDIO; factores: vencimiento=71d, valor=23590.71, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0381,SKU-3496,Sala 8,61,8,158.78,134.96,15,True,False,APPLIED,True,1270.24,32,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=32; nivel=ALTO; factores: vencimiento=61d, valor=1270.24, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0382,SKU-3361,Sala 8,3,92,98.53,98.53,0,False,False,PENDING_APPROVAL,True,9064.76,80,,ALTO,ALTO,"Score=80; nivel=ALTO; factores: vencimiento=3d, valor=9064.76, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0383,SKU-2033,Sala 14,17,78,61.73,61.73,0,False,False,PENDING_APPROVAL,True,4814.94,66,,ALTO,ALTO,"Score=66; nivel=ALTO; factores: vencimiento=17d, valor=4814.94, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0384,SKU-9861,Sala 16,115,45,179.14,143.31,20,True,True,PENDING_APPROVAL,True,8061.3,45,,MEDIO,MEDIO,"Score=45; nivel=MEDIO; factores: vencimiento=115d, valor=8061.3, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0385,SKU-6691,Sala 8,54,23,140.68,140.68,0,False,False,APPLIED,True,3235.64,27,,BAJO,BAJO,"Score=27; nivel=BAJO; factores: vencimiento=54d, valor=3235.64, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0386,SKU-1004,Sala 1,70,163,67.96,64.56,5,True,True,PENDING_APPROVAL,False,11077.48,72,,ALTO,ALTO,"Score=72; nivel=ALTO; factores: vencimiento=70d, valor=11077.48, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0387,SKU-9570,Sala 2,39,182,148.35,118.68,20,True,True,APPLIED,True,26999.7,62,,ALTO,ALTO,"Score=62; nivel=ALTO; factores: vencimiento=39d, valor=26999.7, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0388,SKU-5316,Sala 1,35,21,70.36,49.25,30,True,True,PENDING_APPROVAL,True,1477.56,49,,MEDIO,MEDIO,"Score=49; nivel=MEDIO; factores: vencimiento=35d, valor=1477.56, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0389,SKU-3003,Sala 8,3,114,103.79,67.46,35,True,False,PENDING_APPROVAL,True,11832.06,100,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=3d, valor=11832.06, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0390,SKU-2025,Sala 10,52,174,116.48,116.48,0,False,False,PENDING_APPROVAL,True,20267.52,64,,ALTO,ALTO,"Score=64; nivel=ALTO; factores: vencimiento=52d, valor=20267.52, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0391,SKU-1059,Sala 13,114,176,38.39,38.39,0,False,False,PENDING_APPROVAL,True,6756.64,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=114d, valor=6756.64, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0392,SKU-8657,Sala 4,98,148,162.31,129.85,20,True,True,PENDING_APPROVAL,True,24021.88,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=98d, valor=24021.88, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0393,SKU-7174,Sala 8,4,129,138.67,83.2,40,True,True,PENDING_APPROVAL,True,17888.43,85,,ALTO,ALTO,"Score=85; nivel=ALTO; factores: vencimiento=4d, valor=17888.43, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0394,SKU-7006,Sala 11,15,87,26.98,24.28,10,True,False,PENDING_APPROVAL,True,2347.26,85,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=85; nivel=ALTO; factores: vencimiento=15d, valor=2347.26, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0395,SKU-1400,Sala 5,92,53,148.36,148.36,0,False,False,PENDING_APPROVAL,True,7863.08,40,,MEDIO,MEDIO,"Score=40; nivel=MEDIO; factores: vencimiento=92d, valor=7863.08, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0396,SKU-6213,Sala 15,31,115,160.51,160.51,0,False,False,NONE,True,18458.65,72,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=72; nivel=ALTO; factores: vencimiento=31d, valor=18458.65, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0397,SKU-3520,Sala 8,22,121,26.9,26.9,0,False,False,PENDING_APPROVAL,True,3254.9,66,,ALTO,ALTO,"Score=66; nivel=ALTO; factores: vencimiento=22d, valor=3254.9, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0398,SKU-3253,Sala 9,50,189,129.66,129.66,0,False,False,PENDING_APPROVAL,False,24505.74,74,,ALTO,ALTO,"Score=74; nivel=ALTO; factores: vencimiento=50d, valor=24505.74, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0399,SKU-3481,Sala 15,116,70,19.91,19.91,0,False,False,PENDING_APPROVAL,True,1393.7,27,,BAJO,BAJO,"Score=27; nivel=BAJO; factores: vencimiento=116d, valor=1393.7, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0400,SKU-2419,Sala 5,93,67,21.05,14.73,30,True,True,PENDING_APPROVAL,True,1410.35,32,,MEDIO,MEDIO,"Score=32; nivel=MEDIO; factores: vencimiento=93d, valor=1410.35, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0401,SKU-3684,Sala 13,48,178,142.81,142.81,0,False,False,PENDING_APPROVAL,False,25420.18,74,,ALTO,ALTO,"Score=74; nivel=ALTO; factores: vencimiento=48d, valor=25420.18, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0402,SKU-4175,Sala 5,61,90,49.43,49.43,0,False,False,APPLIED,True,4448.7,30,,MEDIO,BAJO,"Score=30; nivel=BAJO; factores: vencimiento=61d, valor=4448.7, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0403,SKU-3951,Sala 7,99,137,118.37,118.37,0,False,False,APPLIED,True,16216.69,30,,MEDIO,MEDIO,"Score=30; nivel=MEDIO; factores: vencimiento=99d, valor=16216.69, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0404,SKU-9661,Sala 2,27,74,151.14,113.35,25,True,True,PENDING_APPROVAL,True,11184.36,73,,ALTO,ALTO,"Score=73; nivel=ALTO; factores: vencimiento=27d, valor=11184.36, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0405,SKU-7600,Sala 7,55,10,166.74,166.74,0,False,False,APPLIED,True,1667.4,21,,BAJO,BAJO,"Score=21; nivel=BAJO; factores: vencimiento=55d, valor=1667.4, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0406,SKU-6855,Sala 12,9,130,114.86,114.86,0,False,False,NONE,False,14931.8,95,vencimiento <=45 días sin acción comercial; vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=95; nivel=ALTO; factores: vencimiento=9d, valor=14931.8, acción=NONE, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0407,SKU-6484,Sala 10,2,150,70.72,45.97,35,True,True,PENDING_APPROVAL,True,10608.0,90,,ALTO,ALTO,"Score=90; nivel=ALTO; factores: vencimiento=2d, valor=10608.0, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0408,SKU-8333,Sala 18,44,140,120.92,120.92,0,False,False,NONE,True,16928.8,72,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=72; nivel=ALTO; factores: vencimiento=44d, valor=16928.8, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0409,SKU-5549,Sala 5,73,56,118.99,118.99,0,False,False,NONE,True,6663.44,52,,MEDIO,MEDIO,"Score=52; nivel=MEDIO; factores: vencimiento=73d, valor=6663.44, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0410,SKU-4243,Sala 4,22,13,79.73,79.73,0,False,False,NONE,True,1036.49,55,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=55; nivel=ALTO; factores: vencimiento=22d, valor=1036.49, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0411,SKU-9239,Sala 7,45,25,87.52,61.26,30,True,False,APPLIED,True,2188.0,60,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=60; nivel=ALTO; factores: vencimiento=45d, valor=2188.0, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0412,SKU-9373,Sala 10,39,212,25.13,25.13,0,False,False,APPLIED,True,5327.56,57,,MEDIO,MEDIO,"Score=57; nivel=MEDIO; factores: vencimiento=39d, valor=5327.56, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0413,SKU-1514,Sala 1,73,157,12.82,7.69,40,True,True,PENDING_APPROVAL,True,2012.74,49,,MEDIO,MEDIO,"Score=49; nivel=MEDIO; factores: vencimiento=73d, valor=2012.74, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0414,SKU-4721,Sala 4,12,4,114.3,114.3,0,False,False,PENDING_APPROVAL,True,457.2,45,,MEDIO,MEDIO,"Score=45; nivel=MEDIO; factores: vencimiento=12d, valor=457.2, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0415,SKU-2151,Sala 8,25,121,156.86,149.02,5,True,True,PENDING_APPROVAL,True,18980.06,78,,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=25d, valor=18980.06, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0416,SKU-4902,Sala 6,97,6,128.34,96.25,25,True,True,NONE,True,770.04,26,,BAJO,BAJO,"Score=26; nivel=BAJO; factores: vencimiento=97d, valor=770.04, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0417,SKU-7612,Sala 6,25,194,174.16,148.04,15,True,False,APPLIED,True,33787.04,81,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=81; nivel=ALTO; factores: vencimiento=25d, valor=33787.04, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0418,SKU-7010,Sala 12,7,180,59.1,56.14,5,True,True,PENDING_APPROVAL,True,10638.0,90,,ALTO,ALTO,"Score=90; nivel=ALTO; factores: vencimiento=7d, valor=10638.0, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0419,SKU-8784,Sala 9,57,84,29.63,23.7,20,True,True,NONE,True,2488.92,56,,MEDIO,MEDIO,"Score=56; nivel=MEDIO; factores: vencimiento=57d, valor=2488.92, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0420,SKU-6573,Sala 15,31,52,154.6,100.49,35,True,True,APPLIED,True,8039.2,52,,MEDIO,MEDIO,"Score=52; nivel=MEDIO; factores: vencimiento=31d, valor=8039.2, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0421,SKU-7179,Sala 8,9,208,16.28,16.28,0,False,False,APPLIED,True,3386.24,63,,ALTO,ALTO,"Score=63; nivel=ALTO; factores: vencimiento=9d, valor=3386.24, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0422,SKU-7958,Sala 6,20,84,43.41,43.41,0,False,False,APPLIED,True,3646.44,51,,MEDIO,MEDIO,"Score=51; nivel=MEDIO; factores: vencimiento=20d, valor=3646.44, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0423,SKU-6432,Sala 9,68,162,171.81,163.22,5,True,True,APPLIED,True,27833.22,47,,MEDIO,MEDIO,"Score=47; nivel=MEDIO; factores: vencimiento=68d, valor=27833.22, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0424,SKU-5436,Sala 4,47,92,44.46,26.68,40,True,True,PENDING_APPROVAL,True,4090.32,57,,MEDIO,MEDIO,"Score=57; nivel=MEDIO; factores: vencimiento=47d, valor=4090.32, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0425,SKU-1263,Sala 7,60,165,21.75,16.31,25,True,True,PENDING_APPROVAL,True,3588.75,62,,ALTO,ALTO,"Score=62; nivel=ALTO; factores: vencimiento=60d, valor=3588.75, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0426,SKU-7261,Sala 10,13,26,149.13,126.76,15,True,True,APPLIED,False,3877.38,68,vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=68; nivel=ALTO; factores: vencimiento=13d, valor=3877.38, acción=APPLIED, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0427,SKU-3857,Sala 3,43,51,147.83,96.09,35,True,False,PENDING_APPROVAL,True,7539.33,88,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=88; nivel=ALTO; factores: vencimiento=43d, valor=7539.33, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0428,SKU-9076,Sala 13,7,131,55.33,41.5,25,True,True,NONE,False,7248.23,100,vencimiento <=45 días sin acción comercial; vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=7d, valor=7248.23, acción=NONE, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0429,SKU-5020,Sala 8,72,46,95.85,57.51,40,True,True,PENDING_APPROVAL,True,4409.1,45,,MEDIO,MEDIO,"Score=45; nivel=MEDIO; factores: vencimiento=72d, valor=4409.1, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0430,SKU-8550,Sala 8,103,88,150.87,150.87,0,False,False,APPLIED,True,13276.56,30,,MEDIO,MEDIO,"Score=30; nivel=MEDIO; factores: vencimiento=103d, valor=13276.56, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0431,SKU-7313,Sala 14,1,96,171.11,171.11,0,False,False,APPLIED,True,16426.56,65,,ALTO,ALTO,"Score=65; nivel=ALTO; factores: vencimiento=1d, valor=16426.56, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0432,SKU-5888,Sala 11,69,6,96.23,76.98,20,True,True,APPLIED,True,577.38,13,,BAJO,BAJO,"Score=13; nivel=BAJO; factores: vencimiento=69d, valor=577.38, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0433,SKU-1605,Sala 4,54,133,115.57,80.9,30,True,True,NONE,True,15370.81,69,,ALTO,ALTO,"Score=69; nivel=ALTO; factores: vencimiento=54d, valor=15370.81, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0434,SKU-2431,Sala 13,45,128,63.38,57.04,10,True,True,APPLIED,True,8112.64,57,,MEDIO,MEDIO,"Score=57; nivel=MEDIO; factores: vencimiento=45d, valor=8112.64, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0435,SKU-8332,Sala 4,22,157,101.82,81.46,20,True,False,NONE,True,15985.74,100,vencimiento <=45 días sin acción comercial; cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=22d, valor=15985.74, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0436,SKU-2584,Sala 7,61,151,136.02,108.82,20,True,False,NONE,True,20539.02,80,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=80; nivel=ALTO; factores: vencimiento=61d, valor=20539.02, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0437,SKU-9702,Sala 13,49,146,46.01,46.01,0,False,False,NONE,False,6717.46,74,,ALTO,ALTO,"Score=74; nivel=ALTO; factores: vencimiento=49d, valor=6717.46, acción=NONE, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0438,SKU-3119,Sala 1,43,154,126.33,113.7,10,True,True,PENDING_APPROVAL,False,19454.82,87,,ALTO,ALTO,"Score=87; nivel=ALTO; factores: vencimiento=43d, valor=19454.82, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0439,SKU-5426,Sala 12,44,47,161.3,145.17,10,True,True,APPLIED,True,7581.1,52,,MEDIO,MEDIO,"Score=52; nivel=MEDIO; factores: vencimiento=44d, valor=7581.1, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0440,SKU-3375,Sala 12,14,209,83.06,66.45,20,True,False,NONE,True,17359.54,100,vencimiento <=45 días sin acción comercial; cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=14d, valor=17359.54, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0441,SKU-3721,Sala 18,44,85,136.31,81.79,40,True,True,APPLIED,True,11586.35,57,,MEDIO,MEDIO,"Score=57; nivel=MEDIO; factores: vencimiento=44d, valor=11586.35, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0442,SKU-6667,Sala 14,1,198,97.62,68.33,30,True,True,PENDING_APPROVAL,True,19328.76,90,,ALTO,ALTO,"Score=90; nivel=ALTO; factores: vencimiento=1d, valor=19328.76, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0443,SKU-7342,Sala 6,24,66,94.65,56.79,40,True,True,PENDING_APPROVAL,True,6246.9,73,,ALTO,ALTO,"Score=73; nivel=ALTO; factores: vencimiento=24d, valor=6246.9, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0444,SKU-9718,Sala 15,100,34,100.25,80.2,20,True,False,PENDING_APPROVAL,True,3408.5,51,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=51; nivel=ALTO; factores: vencimiento=100d, valor=3408.5, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0445,SKU-5793,Sala 12,56,103,134.05,100.54,25,True,True,APPLIED,True,13807.15,49,,MEDIO,MEDIO,"Score=49; nivel=MEDIO; factores: vencimiento=56d, valor=13807.15, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0446,SKU-6255,Sala 1,3,140,15.38,10.77,30,True,True,NONE,True,2153.2,77,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=77; nivel=ALTO; factores: vencimiento=3d, valor=2153.2, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0447,SKU-1340,Sala 2,36,164,141.08,141.08,0,False,False,APPLIED,True,23137.12,57,,MEDIO,MEDIO,"Score=57; nivel=MEDIO; factores: vencimiento=36d, valor=23137.12, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0448,SKU-9136,Sala 11,20,116,115.23,115.23,0,False,False,APPLIED,True,13366.68,58,,MEDIO,MEDIO,"Score=58; nivel=MEDIO; factores: vencimiento=20d, valor=13366.68, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0449,SKU-3350,Sala 17,16,170,25.64,21.79,15,True,True,APPLIED,True,4358.8,61,,ALTO,ALTO,"Score=61; nivel=ALTO; factores: vencimiento=16d, valor=4358.8, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0450,SKU-5988,Sala 17,12,175,57.13,37.13,35,True,True,APPLIED,True,9997.75,75,,ALTO,ALTO,"Score=75; nivel=ALTO; factores: vencimiento=12d, valor=9997.75, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0451,SKU-7944,Sala 10,44,68,50.69,40.55,20,True,True,PENDING_APPROVAL,True,3446.92,60,,ALTO,ALTO,"Score=60; nivel=ALTO; factores: vencimiento=44d, valor=3446.92, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0452,SKU-5596,Sala 7,59,216,90.96,90.96,0,False,False,NONE,True,19647.36,69,,ALTO,ALTO,"Score=69; nivel=ALTO; factores: vencimiento=59d, valor=19647.36, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0453,SKU-7936,Sala 3,58,107,87.05,56.58,35,True,True,APPLIED,True,9314.35,49,,MEDIO,MEDIO,"Score=49; nivel=MEDIO; factores: vencimiento=58d, valor=9314.35, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0454,SKU-9544,Sala 2,48,125,79.92,59.94,25,True,True,NONE,True,9990.0,69,,ALTO,ALTO,"Score=69; nivel=ALTO; factores: vencimiento=48d, valor=9990.0, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0455,SKU-1125,Sala 8,117,79,83.14,58.2,30,True,True,PENDING_APPROVAL,True,6568.06,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=117d, valor=6568.06, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0456,SKU-8869,Sala 9,43,171,137.09,137.09,0,False,False,NONE,False,23442.39,87,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=87; nivel=ALTO; factores: vencimiento=43d, valor=23442.39, acción=NONE, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0457,SKU-7219,Sala 15,47,182,115.37,115.37,0,False,False,PENDING_APPROVAL,True,20997.34,64,,ALTO,ALTO,"Score=64; nivel=ALTO; factores: vencimiento=47d, valor=20997.34, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0458,SKU-1944,Sala 16,9,76,58.48,43.86,25,True,False,APPLIED,True,4444.48,76,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=76; nivel=ALTO; factores: vencimiento=9d, valor=4444.48, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0459,SKU-7804,Sala 17,56,175,62.98,62.98,0,False,False,NONE,False,11021.5,79,,ALTO,ALTO,"Score=79; nivel=ALTO; factores: vencimiento=56d, valor=11021.5, acción=NONE, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0460,SKU-8760,Sala 6,22,220,52.03,33.82,35,True,True,NONE,True,11446.6,88,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=88; nivel=ALTO; factores: vencimiento=22d, valor=11446.6, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0461,SKU-8979,Sala 5,10,208,126.74,126.74,0,False,False,PENDING_APPROVAL,True,26361.92,85,,ALTO,ALTO,"Score=85; nivel=ALTO; factores: vencimiento=10d, valor=26361.92, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0462,SKU-1455,Sala 1,16,75,162.46,138.09,15,True,True,PENDING_APPROVAL,True,12184.5,78,,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=16d, valor=12184.5, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0463,SKU-8099,Sala 5,37,62,38.41,38.41,0,False,False,PENDING_APPROVAL,True,2381.42,49,,MEDIO,MEDIO,"Score=49; nivel=MEDIO; factores: vencimiento=37d, valor=2381.42, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0464,SKU-5781,Sala 7,9,180,46.46,44.14,5,True,True,APPLIED,False,8362.8,85,vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=85; nivel=ALTO; factores: vencimiento=9d, valor=8362.8, acción=APPLIED, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
